CNPJ,Razão Social,Categoria,Porte,CNAE,Origem da Cobertura,TEM_SESI,TEM_SENAI,TEM_SESI_SENAI,STATUS_RELACIONAMENTO,QTD_REGISTROS_BASE,SEBRAE_situacao_atual,SEBRAE_razao_social,SEBRAE_SETOR,SEBRAE_CNAE PRIMARIO,SEBRAE_Porte,SEBRAE_Municipio,SEBRAE_SESI,SEBRAE_SENAI,SEBRAE_cnae_codigo_recuperado,SEBRAE_cnae_norm,SEBRAE_cnae_divisao,SEBRAE_secao,SEBRAE_setor,SEBRAE_subsetor,SEBRAE_e_industria,SEBRAE_auditoria,SEBRAE_elegivel_sebrae,SEBRAE_oportunidade_comercial,ENCONTRADO_SEBRAE
05727414000130,Ana Maria Da Rocha Dos Santos,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração,True,False,False,SOMENTE SESI,1,ATIVA,ANA MARIA DA ROCHA DOS SANTOS,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,5727414000130.0,,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
05862270000125,Cape Aguas Nordeste Industria E Comercio Ltda,Indústria,3.Pequena,Fabricação de outros produtos químicos não especificados anteriormente,Migração,True,False,False,SOMENTE SESI,1,ATIVA,CAPE AGUAS NORDESTE INDUSTRIA E COMERCIO LTDA,INDÚSTRIA,Fabricacao de outros produtos quimicos nao especificados anteriormente,DEMAIS,Marechal Deodoro,5862270000125.0,5862270000125.0,2099-1/99,2099199.0,20.0,C,Industria de transformacao,Produtos quimicos,True,False,SIM,NÃO ATENDIDA,True
05873960000180,L S Moveis Ltda,Indústria,4.Micro,Fabricação de móveis com predominância de madeira,Migração,True,False,False,SOMENTE SESI,1,ATIVA,L S MOVEIS LTDA,INDÚSTRIA,Fabricacao de moveis com predominancia de madeira,MICRO EMPRESA,Maceió,5873960000180.0,,3101-2/00,3101200.0,31.0,C,Industria de transformacao,Moveis,True,False,SIM,NÃO ATENDIDA,True
05913401000156,Acender Engenharia Ltda Em Recuperacao Judicial,Industria,2.Média,Instalação e manutenção elétrica,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,ACENDER ENGENHARIA LTDA EM RECUPERACAO JUDICIAL,INDÚSTRIA,Instalacao e manutencao eletrica,DEMAIS,Maceió,,5913401000156.0,4321-5/00,4321500.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True
05925056000170,I. M. Da Silva Industria,Industria | Indústria,4.Micro,"Fabricação de especiarias, molhos, temperos e condimentos",Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,I. M. DA SILVA INDUSTRIA,INDÚSTRIA,"Fabricacao de especiarias, molhos, temperos e condimentos",MICRO EMPRESA,Rio Largo,5925056000170.0,5925056000170.0,1095-3/00,1095300.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
05972996000110,P D J A De Carvalho  Ltda,Indústria,4.Micro,"Confecção de roupas profissionais, exceto sob medida",Migração,True,False,False,SOMENTE SESI,1,ATIVA,P D J A DE CARVALHO LTDA,INDÚSTRIA,"Confeccao de roupas profissionais, exceto sob medida",PEQUENO PORTE,Maceió,5972996000110.0,5972996000110.0,1413-4/01,1413401.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
05977510000137,Mineradora Aldebaran Ltda,Indústria,3.Pequena,Fabricação de águas envasadas,Migração,True,False,False,SOMENTE SESI,1,ATIVA,MINERADORA ALDEBARAN LTDA,INDÚSTRIA,Fabricacao de aguas envasadas,MICRO EMPRESA,Maceió,5977510000137.0,,1121-6/00,1121600.0,11.0,C,Industria de transformacao,Bebidas,True,False,SIM,NÃO ATENDIDA,True
06007841000107,Brandao E Torres Construcoes Ltda.,Industria | Indústria,2.Média,Construção de edifícios,Migração,True,True,True,SESI + SENAI,2,ATIVA,BRANDAO E TORRES CONSTRUCOES LTDA.,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Maceió,6007841000107.0,6007841000107.0,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
06034228000189,Plataforma Engenharia Ltda,Industria,2.Média,Construção de edifícios,Migração,False,True,False,SOMENTE SENAI,1,ATIVA,PLATAFORMA ENGENHARIA LTDA,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,,6034228000189.0,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
06121325000109,Serquip Tratamentos Residuos Al Ltda,Indústria,3.Pequena,Coleta de resíduos não-perigosos,Proposta,True,False,False,SOMENTE SESI,1,ATIVA,SERQUIP TRATAMENTOS RESIDUOS AL LTDA,INDÚSTRIA,Coleta de residuos nao perigosos,DEMAIS,Maceió,6121325000109.0,6121325000109.0,3811-4/00,3811400.0,38.0,E,"Agua, esgoto e residuos",Coleta e tratamento de residuos,True,False,NAO,FORA DO ESCOPO SEBRAE,True
06143647000159,Techplast Industria E Comercio De Plasticos Ltda,Indústria,3.Pequena,Fabricação de artefatos de material plástico para uso pessoal e doméstico,Proposta,True,False,False,SOMENTE SESI,1,ATIVA,TECHPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA,INDÚSTRIA,Fabricacao de artefatos de material plastico para uso pessoal e domestico,DEMAIS,Maceió,,6143647000159.0,2229-3/01,2229301.0,22.0,C,Industria de transformacao,Borracha e material plastico,True,False,SIM,NÃO ATENDIDA,True
06143647000230,Techplast Industria E Comercio De Plasticos Ltda,Industria | Indústria,2.Média,Recuperação de materiais não especificados anteriormente,Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,TECHPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA,INDÚSTRIA,Recuperacao de materiais nao especificados anteriormente,DEMAIS,Maceió,6143647000230.0,6143647000230.0,3839-4/99,3839499.0,38.0,E,"Agua, esgoto e residuos",Coleta e tratamento de residuos,True,False,SIM,NÃO ATENDIDA,True
06145615000192,Kaizen Industria E Comercio De Cosmeticos Ltda,Indústria,4.Micro,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",Migração,True,False,False,SOMENTE SESI,1,ATIVA,KAIZEN INDUSTRIA E COMERCIO DE COSMETICOS LTDA,INDÚSTRIA,"Fabricacao de cosmeticos, produtos de perfumaria e de higiene pessoal",PEQUENO PORTE,Arapiraca,6145615000192.0,,2063-1/00,2063100.0,20.0,C,Industria de transformacao,Produtos quimicos,True,False,SIM,NÃO ATENDIDA,True
06161119000122,Q. Vieira Da Conceicao,Indústria,4.Micro,"Confecção, sob medida, de roupas profissionais",Migração,True,False,False,SOMENTE SESI,1,ATIVA,Q. VIEIRA DA CONCEICAO,INDÚSTRIA,"Confeccao, sob medida, de roupas profissionais",MICRO EMPRESA,Arapiraca,6161119000122.0,,1413-4/02,1413402.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
06190387000172,Erisvaldo Luis Neto Ltda,Industria | Indústria,4.Micro,Fabricação de laticínios,Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,ERISVALDO LUIS NETO LTDA,INDÚSTRIA,Fabricacao de laticinios,MICRO EMPRESA,Olivença,6190387000172.0,6190387000172.0,1052-0/00,1052000.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
06204078000104,J S Oliveira Tropical Ltda,Indústria,3.Pequena,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,Migração,True,False,False,SOMENTE SESI,1,ATIVA,J S OLIVEIRA TROPICAL LTDA,INDÚSTRIA,Fabricacao de produtos de panificacao industrial,PEQUENO PORTE,Arapiraca,6204078000104.0,,1091-1/00,1091100.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
06209606000118,Triunfo Pedras Ltda,Industria | Indústria,3.Pequena,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,Proposta,True,True,True,SESI + SENAI,2,ATIVA,TRIUNFO PEDRAS LTDA,INDÚSTRIA,Extracao e britamento de pedras e outros materiais para construcao e beneficiamento associado,DEMAIS,Arapiraca,6209606000118.0,6209606000118.0,0810-0/99,810099.0,8.0,B,Industria extrativa,Extracao de minerais nao-metalicos,True,False,SIM,NÃO ATENDIDA,True
06325812000193,Frio Maximo Comercio De Pecas E Servicos Ltda,Indústria,4.Micro,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",Migração,True,False,False,SOMENTE SESI,1,ATIVA,FRIO MAXIMO COMERCIO DE PECAS E SERVICOS LTDA,INDÚSTRIA,"Servicos de instalacao, manutencao e reparacao de acessorios para veiculos automotores",MICRO EMPRESA,Maceió,6325812000193.0,,4520-0/07,4520007.0,45.0,G,Comercio e reparacao de veiculos,Comercio e reparacao de veiculos,False,False,NAO,FORA DO ESCOPO SEBRAE,True
06351389000104,Naturalia Aguas Minerais Ltda,Industria | Indústria,4.Micro,Fabricação de águas envasadas,Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,NATURALIA AGUAS MINERAIS LTDA,INDÚSTRIA,Fabricacao de aguas envasadas,PEQUENO PORTE,Maceió,6351389000104.0,6351389000104.0,1121-6/00,1121600.0,11.0,C,Industria de transformacao,Bebidas,True,False,SIM,NÃO ATENDIDA,True
06698221000161,Tempermac Vidros Temperados De Maceio Ltda,Industria,3.Pequena,Fabricação de vidro plano e de segurança,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,TEMPERMAC VIDROS TEMPERADOS DE MACEIO LTDA,INDÚSTRIA,Fabricacao de vidro plano e de seguranca,PEQUENO PORTE,Maceió,,6698221000161.0,2311-7/00,2311700.0,23.0,C,Industria de transformacao,Produtos de minerais nao-metalicos,True,False,SIM,NÃO ATENDIDA,True
06937784000165,Solidez Engenharia Ltda,Industria,2.Média,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,SOLIDEZ ENGENHARIA LTDA,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,,6937784000165.0,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
06943858000176,Contemporanea Arquitetura E Construcoes Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,CONTEMPORANEA ARQUITETURA E CONSTRUCOES LTDA,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,6943858000176.0,6943858000176.0,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
07111432000380,Ceramica Capelli Ltda,Industria,3.Pequena,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,CERAMICA CAPELLI LTDA,INDÚSTRIA,"Fabricacao de artefatos de ceramica e barro cozido para uso na construcao, exceto azulejos e pisos",PEQUENO PORTE,Capela,,7111432000380.0,2342-7/02,2342702.0,23.0,C,Industria de transformacao,Produtos de minerais nao-metalicos,True,False,SIM,NÃO ATENDIDA,True
07149307000521,Confeccoes Nobrega Ltda,Indústria,4.Micro,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida",Migração,True,False,False,SOMENTE SESI,1,ATIVA,CONFECCOES NOBREGA LTDA,INDÚSTRIA,"Confeccao de pecas de vestuario, exceto roupas intimas e as confeccionadas sob medida",PEQUENO PORTE,Arapiraca,7149307000521.0,,1412-6/01,1412601.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
07196033005590,Norsa Refrigerantes S.a,Indústria,1.Grande,Fabricação de refrigerantes,Proposta,True,False,False,SOMENTE SESI,1,ATIVA,NORSA REFRIGERANTES S.A,INDÚSTRIA,Fabricacao de refrigerantes,DEMAIS,Maceió,7196033005590.0,7196033005590.0,1122-4/01,1122401.0,11.0,C,Industria de transformacao,Bebidas,True,False,SIM,NÃO ATENDIDA,True
07246670000131,S. C. Do Carmo Confeccoes,Industria | Indústria,3.Pequena,Confecção de roupas íntimas,Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,S. C. DO CARMO CONFECCOES,INDÚSTRIA,Confeccao de roupas intimas,MICRO EMPRESA,Arapiraca,7246670000131.0,7246670000131.0,1411-8/01,1411801.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
07250211000121,Panificacao Jeronimo Ltda,Industria | Indústria,3.Pequena,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Proposta,True,True,True,SESI + SENAI,2,ATIVA,PANIFICACAO JERONIMO LTDA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,São Miguel dos Campos,7250211000121.0,7250211000121.0,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
07389665000188,F C K Construcoes E Incorporacoes Ltda,Indústria,4.Micro,Construção de edifícios,Migração,True,False,False,SOMENTE SESI,1,ATIVA,F C K CONSTRUCOES E INCORPORACOES LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Maceió,7389665000188.0,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
07502493000107,Art Moveis Ltda,Industria | Indústria,4.Micro,Fabricação de móveis com predominância de madeira,Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,ART MOVEIS LTDA,INDÚSTRIA,Fabricacao de moveis com predominancia de madeira,MICRO EMPRESA,Santana do Ipanema,7502493000107.0,7502493000107.0,3101-2/00,3101200.0,31.0,C,Industria de transformacao,Moveis,True,False,SIM,NÃO ATENDIDA,True
07509781000193,Mult Construcoes Ltda,Indústria,3.Pequena,Administração de obras,Migração,True,False,False,SOMENTE SESI,1,ATIVA,MULT CONSTRUCOES LTDA,INDÚSTRIA,Administracao de obras,PEQUENO PORTE,Maceió,7509781000193.0,,4399-1/01,4399101.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True
07510298000129,"Unipesca-producao, Industria & Comercio De Pescados Ltda",Indústria,4.Micro,"Fabricação de conservas de peixes, crustáceos e moluscos",Migração,True,False,False,SOMENTE SESI,1,ATIVA,"UNIPESCA-PRODUCAO, INDUSTRIA & COMERCIO DE PESCADOS LTDA",INDÚSTRIA,"Fabricacao de conservas de peixes, crustaceos e moluscos",PEQUENO PORTE,Piaçabuçu,7510298000129.0,,1020-1/02,1020102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
07522191004430,Rip Servicos Industriais Ltda,Industria | Indústria,2.Média,Outras obras de engenharia civil não especificadas anteriormente,Proposta,True,True,True,SESI + SENAI,2,ATIVA,KAEFER RIP SERVICOS INDUSTRIAIS LTDA,INDÚSTRIA,Outras obras de engenharia civil nao especificadas anteriormente,DEMAIS,Maceió,7522191004430.0,7522191004430.0,4299-5/99,4299599.0,42.0,F,Construcao,Obras de infraestrutura,True,False,SIM,NÃO ATENDIDA,True
07524928000114,Constru Servicos De Telecomunicacoes Ltda,Indústria,3.Pequena,Construção de estações e redes de telecomunicações,Migração,True,False,False,SOMENTE SESI,1,ATIVA,CONSTRU SERVICOS DE TELECOMUNICACOES LTDA,INDÚSTRIA,Construcao de estacoes e redes de telecomunicacoes,PEQUENO PORTE,Maceió,7524928000114.0,,4221-9/04,4221904.0,42.0,F,Construcao,Obras de infraestrutura,True,False,SIM,NÃO ATENDIDA,True
07670835000106,J D Da Silva Servicos,Indústria,4.Micro,Obras de alvenaria,Migração,True,False,False,SOMENTE SESI,1,ATIVA,J D DA SILVA SERVICOS,INDÚSTRIA,Obras de alvenaria,MICRO EMPRESA,Arapiraca,7670835000106.0,,4399-1/03,4399103.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True
07675759000113,G M Dos Santos Panificacao,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração,True,False,False,SOMENTE SESI,1,ATIVA,G M DOS SANTOS PANIFICACAO,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,7675759000113.0,,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
07678205000170,Empretec Construcoes Ltda,Indústria,4.Micro,Construção de edifícios,Proposta,True,False,False,SOMENTE SESI,1,ATIVA,EMPRETEC CONSTRUCOES LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Maceió,7678205000170.0,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
07868323000140,Macro Empreendimentos Ltda,Industria,4.Micro,Preparação de canteiro e limpeza de terreno,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,MACRO EMPREENDIMENTOS LTDA,INDÚSTRIA,Preparacao de canteiro e limpeza de terreno,DEMAIS,Maceió,,7868323000140.0,4311-8/02,4311802.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True
08013954000140,Padrao Uniformes Industria E Comercio De Confeccoes De Roupas Ltda,Indústria,4.Micro,Confecção de roupas íntimas,Migração,True,False,False,SOMENTE SESI,1,ATIVA,PADRAO UNIFORMES INDUSTRIA E COMERCIO DE CONFECCOES DE ROUPAS LTDA,INDÚSTRIA,Confeccao de roupas intimas,MICRO EMPRESA,Murici,8013954000140.0,,1411-8/01,1411801.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
08014225000109,Albatroz Industria E Comercio De Confeccoes De Roupas Ltda,Indústria,4.Micro,Confecção de roupas íntimas,Migração,True,False,False,SOMENTE SESI,1,ATIVA,ALBATROZ INDUSTRIA E COMERCIO DE CONFECCOES DE ROUPAS LTDA,INDÚSTRIA,Confeccao de roupas intimas,MICRO EMPRESA,Murici,8014225000109.0,,1411-8/01,1411801.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
08049154000856,M3 Tecnologia Ltda,Industria,4.Micro,Outras atividades de telecomunicações não especificadas anteriormente,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,M3 TECNOLOGIA LTDA,INDÚSTRIA,Outras atividades de telecomunicacoes nao especificadas anteriormente,DEMAIS,Maceió,,8049154000856.0,6190-6/99,6190699.0,61.0,J,Informacao e comunicacao,Informacao e comunicacao,False,False,NAO,FORA DO ESCOPO SEBRAE,True
08172791000149,Bento E Bispo Teleinformatica Ltda,Indústria,4.Micro,Serviços de comunicação multimídia - SCM,Migração,True,False,False,SOMENTE SESI,1,ATIVA,BENTO E BISPO TELEINFORMATICA LTDA,INDÚSTRIA,Servicos de comunicacao multimidia - scm,MICRO EMPRESA,Campo Alegre,8172791000149.0,,6110-8/03,6110803.0,61.0,J,Informacao e comunicacao,Informacao e comunicacao,False,False,NAO,FORA DO ESCOPO SEBRAE,True
08188552000187,Intimos Industria E Comercio De Confeccoes De Roupas Ltda,Indústria,4.Micro,Confecção de roupas íntimas,Migração,True,False,False,SOMENTE SESI,1,ATIVA,INTIMOS INDUSTRIA E COMERCIO DE CONFECCOES DE ROUPAS LTDA,INDÚSTRIA,Confeccao de roupas intimas,MICRO EMPRESA,Murici,8188552000187.0,,1411-8/01,1411801.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
08295507000121,Tecelagem Alagoana Ltda,Indústria,4.Micro,Fabricação de artefatos de tapeçaria,Migração,True,False,False,SOMENTE SESI,1,ATIVA,TECELAGEM ALAGOANA LTDA,INDÚSTRIA,Fabricacao de artefatos de tapecaria,MICRO EMPRESA,Maceió,8295507000121.0,,1352-9/00,1352900.0,13.0,C,Industria de transformacao,Produtos texteis,True,False,SIM,NÃO ATENDIDA,True
08295518000101,P Castro Refrigeracao Ltda,Industria,4.Micro,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,P CASTRO REFRIGERACAO LTDA,INDÚSTRIA,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",MICRO EMPRESA,Maceió,,8295518000101.0,4322-3/02,4322302.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True
08295547000173,Wagner Cabral Empreendimentos Ltda.,Indústria,2.Média,Incorporação de empreendimentos imobiliários,Migração,True,False,False,SOMENTE SESI,1,ATIVA,WAGNER CABRAL EMPREENDIMENTOS LTDA.,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,DEMAIS,Maceió,8295547000173.0,8295547000173.0,4110-7/00,4110700.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
08343492011164,Mrv Engenharia E Participacoes Sa,Industria,2.Média,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,MRV ENGENHARIA E PARTICIPACOES SA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,DEMAIS,Maceió,,8343492011164.0,4110-7/00,4110700.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
08435257000188,Hidro Solo Industria E Comercio Ltda,Indústria,3.Pequena,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",Migração,True,False,False,SOMENTE SESI,1,ATIVA,HIDRO SOLO INDUSTRIA E COMERCIO LTDA,INDÚSTRIA,"Fabricacao de equipamentos para irrigacao agricola, pecas e acessorios",DEMAIS,Maceió,8435257000188.0,8435257000188.0,2832-1/00,2832100.0,28.0,C,Industria de transformacao,Maquinas e equipamentos,True,False,SIM,NÃO ATENDIDA,True
08441909000197,Elvio Omena De Lima,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,Migração,True,False,False,SOMENTE SESI,1,ATIVA,ELVIO OMENA DE LIMA,INDÚSTRIA,Fabricacao de produtos de panificacao industrial,MICRO EMPRESA,Maceió,8441909000197.0,,1091-1/00,1091100.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
08445132000139,V2 Construcoes Ltda,Indústria,2.Média,Construção de edifícios,Migração,True,False,False,SOMENTE SESI,1,ATIVA,V2 CONSTRUCOES LTDA,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,8445132000139.0,8445132000139.0,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
08446312000135,P R A De Carvalho,Indústria,4.Micro,"Confecção de roupas profissionais, exceto sob medida",Proposta,True,False,False,SOMENTE SESI,1,ATIVA,P R A DE CARVALHO,INDÚSTRIA,"Confeccao de roupas profissionais, exceto sob medida",PEQUENO PORTE,Maceió,8446312000135.0,,1413-4/01,1413401.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
08465020000140,J. F. Cavalcante Panificacao,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração,True,False,False,SOMENTE SESI,1,ATIVA,J. F. CAVALCANTE PANIFICACAO,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Arapiraca,8465020000140.0,,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
08478265000101,Construtora Camelo Ltda,Indústria,3.Pequena,Construção de edifícios,Migração,True,False,False,SOMENTE SESI,1,ATIVA,CONSTRUTORA CAMELO LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Maceió,8478265000101.0,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
08488348000181,Serpecas Alagoas Implementos Rodoviarios Ltda,Industria,4.Micro,"Fabricação de cabines, carrocerias e reboques para caminhões",Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,SERPECAS ALAGOAS IMPLEMENTOS RODOVIARIOS LTDA,INDÚSTRIA,"Fabricacao de cabines, carrocerias e reboques para caminhoes",DEMAIS,Maceió,,8488348000181.0,2930-1/01,2930101.0,29.0,C,Industria de transformacao,"Veiculos automotores, reboques e carrocerias",True,False,SIM,NÃO ATENDIDA,True
08509161000117,Terra Nossa Construcoes E Incorporacoes Ltda,Indústria,4.Micro,Construção de edifícios,Migração,True,False,False,SOMENTE SESI,1,ATIVA,TERRA NOSSA CONSTRUCOES E INCORPORACOES LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Arapiraca,8509161000117.0,8509161000117.0,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
08511719000107,Frut S Industria E Comercio De Gelados De Alagoas Ltda,Industria | Indústria,2.Média,Fabricação de sorvetes e outros gelados comestíveis,Migração,True,True,True,SESI + SENAI,2,ATIVA,FRUT S INDUSTRIA E COMERCIO DE GELADOS DE ALAGOAS LTDA,INDÚSTRIA,Fabricacao de sorvetes e outros gelados comestiveis,DEMAIS,Maceió,8511719000107.0,8511719000107.0,1053-8/00,1053800.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
08611923000191,Irmaos Torres Ltda,Industria | Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,IRMAOS TORRES LTDA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Pão de Açúcar,8611923000191.0,8611923000191.0,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
08616161000116,Panificacao Santa Fernanda Ltda,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração,True,False,False,SOMENTE SESI,1,ATIVA,PANIFICACAO SANTA FERNANDA LTDA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,PEQUENO PORTE,Maceió,8616161000116.0,,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
08650571000183,Mineracao Vale Verde Do Brasil Ltda.,Industria | Indústria,2.Média,Extração de minério de metais preciosos,Migração,True,True,True,SESI + SENAI,2,ATIVA,MINERACAO VALE VERDE DO BRASIL LTDA.,INDÚSTRIA,Extracao de minerio de metais preciosos,DEMAIS,Craíbas,8650571000183.0,8650571000183.0,0724-3/01,724301.0,7.0,B,Industria extrativa,Extracao de minerais metalicos,True,False,SIM,NÃO ATENDIDA,True
08656732000146,G De Almeida Oliveira,Industria | Indústria,4.Micro,"Fabricação de artefatos diversos de madeira, exceto móveis",Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,G DE ALMEIDA OLIVEIRA,INDÚSTRIA,"Fabricacao de artefatos diversos de madeira, exceto moveis",MICRO EMPRESA,Arapiraca,8656732000146.0,8656732000146.0,1629-3/01,1629301.0,16.0,C,Industria de transformacao,Produtos de madeira,True,False,SIM,NÃO ATENDIDA,True
