CNPJ,Razão Social,Categoria,Porte,CNAE,Origem da Cobertura,TEM_SESI,TEM_SENAI,TEM_SESI_SENAI,STATUS_RELACIONAMENTO,QTD_REGISTROS_BASE
19810812000120,Sena & Maia Ltda,Industria,4.Micro,Fabricação de gelo comum,Migração,False,True,False,SOMENTE SENAI,1
19936024000185,Pfm Refeicoes Ltda,Industria | Indústria,3.Pequena,Fornecimento de alimentos preparados preponderantemente para empresas,Migração | Proposta,True,True,True,SESI + SENAI,2
20068306000278,Distribuidora De Alimentos Mix Bom Ltda,Nao Industria,3.Pequena,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",Proposta,False,True,False,SOMENTE SENAI,1
20279762000186,Secretaria De Estado De Ressocializacao E Inclusao Social,Nao Industria,4.Micro,Segurança e ordem pública,Migração,False,True,False,SOMENTE SENAI,1
20293552000142,Ellca 2 Servicos & Locacoes Ltda,Industria | Indústria,2.Média,Instalação e manutenção elétrica,Proposta,True,True,True,SESI + SENAI,2
20699343000101,M P A Marques De Souza Comercio E Servicos Ltda,Industria | Indústria,4.Micro,"Confecção de roupas profissionais, exceto sob medida",Migração | Proposta,True,True,True,SESI + SENAI,2
20997850000113,Incoforte - Industria E Comercio De Fumos Extra Forte Ltda,Industria,4.Micro,Processamento industrial do fumo,Proposta,False,True,False,SOMENTE SENAI,1
21071021000178,Marcenaria Carmel Ltda,Industria | Indústria,4.Micro,Fabricação de móveis com predominância de madeira,Proposta,True,True,True,SESI + SENAI,2
21278824000106,Solo Agropecuaria E Participacoes Ltda,Nao Industria,3.Pequena,Cultivo de cana-de-açúcar,Proposta,False,True,False,SOMENTE SENAI,1
21344990000155,Tjm Pre-moldados Ltda,Industria | Indústria,3.Pequena,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",Migração,True,True,True,SESI + SENAI,2
21432103000281,Naturalle Tratamento De Residuos Ltda,Industria,1.Grande,Tratamento e disposição de resíduos não-perigosos,Proposta,False,True,False,SOMENTE SENAI,1
21652038000119,Azevedo Soares Ind. E Com. De Argamassa Ltda,Industria,3.Pequena,Preparação de massa de concreto e argamassa para construção,Proposta,False,True,False,SOMENTE SENAI,1
21656926000100,Lucelena Da Rocha Vanderlei,Industria,4.Micro,Fabricação de biscoitos e bolachas,Proposta,False,True,False,SOMENTE SENAI,1
21717134000106,Mak Sorveteria Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
22341335000106,Cruz E Correia Industria De Sorvetes Ltda,Industria | Indústria,4.Micro,Fabricação de sorvetes e outros gelados comestíveis,Migração | Proposta,True,True,True,SESI + SENAI,2
22632851000190,Ganhar Brasil Franchising S/s Ltda,Nao Industria,4.Micro,Treinamento em desenvolvimento profissional e gerencial,Proposta,False,True,False,SOMENTE SENAI,1
22779724000118,Kch Comercio De Laticinios Ltda,Industria | Indústria,3.Pequena,Fabricação de laticínios,Migração | Proposta,True,True,True,SESI + SENAI,2
22862086000102,Panificacao Alvorada Ii Ltda,Industria | Indústria,3.Pequena,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração | Proposta,True,True,True,SESI + SENAI,2
23399809000133,S. A. De Souza Direcoes Hidraulicas,Industria,4.Micro,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",Proposta,False,True,False,SOMENTE SENAI,1
23452238002016,Dvg Industrial S.a.,Industria | Indústria,3.Pequena,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",Migração | Proposta,True,True,True,SESI + SENAI,2
23571419000107,Jael Engenharia Ltda,Industria,4.Micro,Serviços de engenharia,Proposta,False,True,False,SOMENTE SENAI,1
23585778000105,Sbv Solucoes Ambientais Ltda,Industria,2.Média,"Obras portuárias, marítimas e fluviais",Proposta,False,True,False,SOMENTE SENAI,1
23693654000143,"Indumaster - Maquinas, Equipamentos E Manutencao Ltda",Industria | Indústria,3.Pequena,"Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",Migração | Proposta,True,True,True,SESI + SENAI,2
24146840000125,Donna Lai Salgados Ltda,Industria,4.Micro,Fabricação de alimentos e pratos prontos,Migração,False,True,False,SOMENTE SENAI,1
24174070000124,Record Planejamento E Construcao Ltda,Industria | Indústria,3.Pequena,Construção de edifícios,Migração | Proposta,True,True,True,SESI + SENAI,2
24239931000105,Ibratin Nordeste Ltda,Industria | Indústria,3.Pequena,"Fabricação de tintas, vernizes, esmaltes e lacas",Migração | Proposta,True,True,True,SESI + SENAI,2
24245219000119,Condominio Maceio Shopping Center,Nao Industria,2.Média,Condomínios prediais,Proposta,False,True,False,SOMENTE SENAI,1
24250342000128,Aplimac Aplicadora Maceio Ltda,Industria,3.Pequena,Serviços de pintura de edifícios em geral,Proposta,False,True,False,SOMENTE SENAI,1
24252447000116,Teknol Eletronica Industrial Ltda,Industria,3.Pequena,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",Proposta,False,True,False,SOMENTE SENAI,1
24307233000108,Panificadora E Lanchonete Rio Branco Ltda,Industria | Indústria,3.Pequena,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,Migração | Proposta,True,True,True,SESI + SENAI,2
24328700000178,Lares Construcoes Ltda,Industria | Indústria,2.Média,Construção de edifícios,Migração | Proposta,True,True,True,SESI + SENAI,2
24353188000110,Ruca Comercio De Alimentos Ltda,Industria,3.Pequena,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Proposta,False,True,False,SOMENTE SENAI,1
24408420000170,Multpaes Fabricacao De Paes Ltda,Industria,3.Pequena,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,Proposta,False,True,False,SOMENTE SENAI,1
24447770002270,"Teixeira Duarte - Engenharia E Construcoes, S.a.",Industria,1.Grande,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
24467896000181,Ccb Engenharia Ltda,Industria,2.Média,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",Proposta,False,True,False,SOMENTE SENAI,1
24506839000164,R V I Comercio E Servicos Industriais Ltda,Industria,4.Micro,Manutenção e reparação de válvulas industriais,Proposta,False,True,False,SOMENTE SENAI,1
24515392000190,A R Lopes Quintino Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
24870569000176,Agronegocio Vasconcelos Ltda,Industria | Indústria,3.Pequena,Preparação do leite,Migração | Proposta,True,True,True,SESI + SENAI,2
25245517000171,Consorcio Construtor Alta Maceio,Industria,3.Pequena,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",Proposta,False,True,False,SOMENTE SENAI,1
26058879000116,Ab Industria Metalurgica E Comercio Ltda,Industria,4.Micro,Fabricação de esquadrias de metal,Proposta,False,True,False,SOMENTE SENAI,1
26260065000160,Cacau Matriz & Ecoturismo Ltda,Industria | Indústria,4.Micro,Fabricação de produtos derivados do cacau e de chocolates,Migração | Proposta,True,True,True,SESI + SENAI,2
26479090000139,Industria De Alimentos Compostela Ltda,Industria,2.Média,Fabricação de conservas de frutas,Proposta,False,True,False,SOMENTE SENAI,1
26600027000109,L Carlos Gomes  Ltda,Industria,4.Micro,Serviços de manutenção e reparação mecânica de veículos automotores,Migração,False,True,False,SOMENTE SENAI,1
26609733000111,Seabra Engenharia E Projetos Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
26688379000168,Podium Comunicacao Visual Ltda,Industria | Indústria,3.Pequena,Impressão de material para uso publicitário,Migração | Proposta,True,True,True,SESI + SENAI,2
26773483000150,Newplast Industria E Comercio De Embalagens Ltda,Industria | Indústria,2.Média,Fabricação de laminados planos e tubulares de material plástico,Migração | Proposta,True,True,True,SESI + SENAI,2
26794410000226,Tcl Semp Industria E Comerco De Condicionadores De Ar S.a,Industria,1.Grande,Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial,Proposta,False,True,False,SOMENTE SENAI,1
26969453000114,Alepack Industria E Comercio Plasticos Ltda,Industria | Indústria,3.Pequena,Fabricação de artefatos de material plástico para uso pessoal e doméstico,Migração | Proposta,True,True,True,SESI + SENAI,2
27191235000164,Ayx Lanchonete Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
27230297000138,Maria Lecia Dos Santos,Industria | Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração | Proposta,True,True,True,SESI + SENAI,2
27242125000184,Vergare Engenharia Ltda,Industria,3.Pequena,Serviços de engenharia,Migração,False,True,False,SOMENTE SENAI,1
27347894000147,Estofados Bello Ltda,Industria,3.Pequena,Fabricação de móveis com predominância de madeira,Proposta,False,True,False,SOMENTE SENAI,1
27654153000109,Fw Alimentacao Ltda,Nao Industria,4.Micro,Restaurantes e similares,Proposta,False,True,False,SOMENTE SENAI,1
28017647000145,Led Engenharia E Sinalizacao Ltda,Industria,3.Pequena,Construção de rodovias e ferrovias,Migração,False,True,False,SOMENTE SENAI,1
28094708000178,D H S De Albuquerque Pontes,Industria | Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração | Proposta,True,True,True,SESI + SENAI,2
28450759000195,F T De Souza Fabricacoes E Construcoes,Industria,4.Micro,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",Proposta,False,True,False,SOMENTE SENAI,1
28620879000193,Impacto Bioenergia Alagoas S.a,Industria | Indústria,2.Média,Geração de energia elétrica,Migração | Proposta,True,True,True,SESI + SENAI,2
29130610000191,Isobloco Industria De Concreto Ltda,Industria | Indústria,4.Micro,Preparação de massa de concreto e argamassa para construção,Migração,True,True,True,SESI + SENAI,2
29398209000137,Veletrica Distribuidor Import. E Export. Ltda,Nao Industria,3.Pequena,Comércio atacadista de material elétrico,Proposta,False,True,False,SOMENTE SENAI,1
29826376000131,T. C. Barbosa Da Silva Hidraulica,Industria | Indústria,4.Micro,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",Migração | Proposta,True,True,True,SESI + SENAI,2
29880800000126,Cicero Fonseca Costa,Industria | Indústria,4.Micro,Fabricação de laticínios,Migração | Proposta,True,True,True,SESI + SENAI,2
29884632000147,Infotec Consultoria E Planejamento Ltda,Nao Industria,1.Grande,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",Proposta,False,True,False,SOMENTE SENAI,1
30483453000187,Alquimia Industria E Comercio De Capachos Ltda,Industria | Indústria,2.Média,Fabricação de artefatos de material plástico para uso pessoal e doméstico,Migração | Proposta,True,True,True,SESI + SENAI,2
30494698000100,Bobs Palmeira Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
31035574000129,Eudes Jeronimo & Cia Ltda,Nao Industria,4.Micro,Comércio varejista de vidros,Proposta,False,True,False,SOMENTE SENAI,1
31534780000183,31.534.780 Diego Cesar Silva Santos,Industria,4.Micro,Instalação e manutenção elétrica,Proposta,False,True,False,SOMENTE SENAI,1
31749329000426,Sales E Barbosa Ltda,Industria,2.Média,Fabricação de móveis com predominância de madeira,Proposta,False,True,False,SOMENTE SENAI,1
31750099000172,Engenho Chp Limitada,Industria | Indústria,4.Micro,Fabricação de aguardente de cana-de-açúcar,Migração | Proposta,True,True,True,SESI + SENAI,2
31996403000166,Mui Nobre Alimentos Ltda,Industria,4.Micro,"Fabricação de especiarias, molhos, temperos e condimentos",Proposta,False,True,False,SOMENTE SENAI,1
32020674000144,Fp Engenharia Ltda,Industria,3.Pequena,Obras de terraplenagem,Proposta,False,True,False,SOMENTE SENAI,1
32725022000105,T.g.lopes Empreendimento Ltda,Industria,4.Micro,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
32742424000118,C.mendes Pereira De Souza,Nao Industria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,Migração,False,True,False,SOMENTE SENAI,1
33064262000845,Tigre Ferramentas Para Construcao Civil S.a,Industria,3.Pequena,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,Proposta,False,True,False,SOMENTE SENAI,1
33142642000184,F.r. Servicos Automotivos Ltda,Industria,4.Micro,Serviços de manutenção e reparação mecânica de veículos automotores,Proposta,False,True,False,SOMENTE SENAI,1
33240746000121,Bc Plast Industria E Comercio Ltda,Industria | Indústria,4.Micro,Fabricação de embalagens de material plástico,Migração | Proposta,True,True,True,SESI + SENAI,2
33623363000132,M Lisboa Brandao Ltda,Nao Industria,4.Micro,Restaurantes e similares,Proposta,False,True,False,SOMENTE SENAI,1
33718671000141,A Padaria Comercio De Alimentos E Buffet Ltda,Industria,3.Pequena,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Proposta,False,True,False,SOMENTE SENAI,1
34098180000108,Navona Industria E Comercio De Marmores E Granitos Ltda,Industria,4.Micro,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras",Proposta,False,True,False,SOMENTE SENAI,1
34116804000172,Colegio Iep Ltda,Nao Industria,3.Pequena,Educação infantil - pré-escola,Proposta,False,True,False,SOMENTE SENAI,1
34607256000183,Dlicias Da Terra Ltda,Nao Industria | Não Indústria,3.Pequena,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,Migração | Proposta,True,True,True,SESI + SENAI,2
35398478000287,Plastmar Industria E Comercio De Plasticos Ltda,Industria | Indústria,2.Média,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,Migração | Proposta,True,True,True,SESI + SENAI,2
35492098000126,Nbg Midia Ltda,Nao Industria,4.Micro,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",Migração,False,True,False,SOMENTE SENAI,1
35518797000106,Construtora Urbanisme Ltda,Industria | Indústria,3.Pequena,Incorporação de empreendimentos imobiliários,Migração | Proposta,True,True,True,SESI + SENAI,2
35562321000164,Fundacao De Amparo A Pesquisa De Alagoas,Nao Industria,3.Pequena,Administração pública em geral,Proposta,False,True,False,SOMENTE SENAI,1
35631449000132,A Quatro Arquitetura E Construcoes Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
35647608000197,R.a. Gestao De Ativos Ltda,Nao Industria,3.Pequena,"Serviços de organização de feiras, congressos, exposições e festas",Proposta,False,True,False,SOMENTE SENAI,1
35682994000158,K. G. De Oliveira Souza,Industria,4.Micro,Serviços de manutenção e reparação mecânica de veículos automotores,Proposta,False,True,False,SOMENTE SENAI,1
35728880000100,Tecfibra Empreiteira E Revestimentos Anticorrosivos Ltda,Industria | Indústria,2.Média,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,Proposta,True,True,True,SESI + SENAI,2
36064094000100,Amp Lanchonetes Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
36069750000167,D Da S C Acioli Comercio E Servicos,Industria,4.Micro,Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente,Proposta,False,True,False,SOMENTE SENAI,1
36359686000159,"Le Mix Brasil Preparacao De Massa, Argamassa E Concreto Ltda",Industria | Indústria,2.Média,Preparação de massa de concreto e argamassa para construção,Proposta,True,True,True,SESI + SENAI,2
36359686000230,"Le Mix Brasil Preparacao De Massa, Argamassa E Concreto Ltda",Industria | Indústria,3.Pequena,Preparação de massa de concreto e argamassa para construção,Proposta,True,True,True,SESI + SENAI,2
36434141000160,Sonhobom Industria E Comercio De Moveis Ltda,Industria,3.Pequena,Fabricação de colchões,Proposta,False,True,False,SOMENTE SENAI,1
36634768000164,Equilibrio Vidros Temperados Ltda,Industria,3.Pequena,Fabricação de vidro plano e de segurança,Proposta,False,True,False,SOMENTE SENAI,1
36634906000105,Optmus Consultoria E Servicos Ltda,Nao Industria,3.Pequena,Serviços combinados de escritório e apoio administrativo,Proposta,False,True,False,SOMENTE SENAI,1
36862046000167,E Mangabeira Ltda,Industria,3.Pequena,Fabricação de estruturas metálicas,Proposta,False,True,False,SOMENTE SENAI,1
37157610000103,J N Industria De Premoldados Ltda,Industria,3.Pequena,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",Proposta,False,True,False,SOMENTE SENAI,1
37288984000168,Lavenere Industria E Comercio De Pre-moldados Ltda,Industria,3.Pequena,Fabricação de artefatos de cimento para uso na construção,Proposta,False,True,False,SOMENTE SENAI,1
37607277000197,Bx Comercio E Servicos De Bolsas Ltda,Industria | Indústria,4.Micro,"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material",Migração | Proposta,True,True,True,SESI + SENAI,2
37888525000115,Atlantida Se Empreendimento Imobiliario Spe Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
38075121000175,Pharos Residence Empreendimento Imobiliario Spe Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
38132400000123,Boi Carreiro Ltda,Nao Industria,3.Pequena,Criação de bovinos para corte,Proposta,False,True,False,SOMENTE SENAI,1
38240209000103,Lc Engenharia E Empreendimentos Ltda,Industria,3.Pequena,Construção de edifícios,Migração,False,True,False,SOMENTE SENAI,1
38333461000159,Iabs Empresa Social Comercio Ltda,Industria | Indústria,4.Micro,Recuperação de materiais não especificados anteriormente,Migração | Proposta,True,True,True,SESI + SENAI,2
38354009000173,Lht Energia Ltda,Industria,2.Média,Instalação e manutenção elétrica,Proposta,False,True,False,SOMENTE SENAI,1
38449329000107,Rdv Roasters Torrefacao E Escola De Cafes Especiais Ltda,Industria | Indústria,4.Micro,Torrefação e moagem de café,Migração | Proposta,True,True,True,SESI + SENAI,2
39580673000101,Brk Ambiental - Regiao Metropolitana De Maceio S.a.,Industria | Indústria,1.Grande,"Captação, tratamento e distribuição de água",Proposta,True,True,True,SESI + SENAI,2
39808835000108,Solucao Construcoes E Servicos Ltda,Industria,3.Pequena,Serviços de engenharia,Proposta,False,True,False,SOMENTE SENAI,1
39965463000123,Coco De Alagoas Ltda,Industria | Indústria,3.Pequena,"Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados",Migração | Proposta,True,True,True,SESI + SENAI,2
40719251000145,Arte & Conceito Esquadrias De Aluminio Ltda,Industria,4.Micro,Fabricação de esquadrias de metal,Proposta,False,True,False,SOMENTE SENAI,1
40730122000158,Tecnobloco Artefatos De Concreto Ltda,Industria | Indústria,4.Micro,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",Migração,True,True,True,SESI + SENAI,2
40843185000110,L H P Goes Construtora Ltda,Industria,4.Micro,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
40911117000141,Ativa Servicos Gerais Ltda,Nao Industria,1.Grande,Fornecimento e gestão de recursos humanos para terceiros,Migração,False,True,False,SOMENTE SENAI,1
40917346000173,Merconplas Industrial De Plasticos Comercio Ltda,Industria | Indústria,2.Média,Fabricação de artefatos de material plástico para uso pessoal e doméstico,Proposta,True,True,True,SESI + SENAI,2
40921140000117,Auto Pecas Real Ltda,Nao Industria,3.Pequena,Comércio a varejo de peças e acessórios novos para veículos automotores,Proposta,False,True,False,SOMENTE SENAI,1
41053365000161,R C Dias Industria Grafica E Editora Ltda,Industria | Indústria,4.Micro,Impressão de material para outros usos,Migração | Proposta,True,True,True,SESI + SENAI,2
41160680000198,F . P . Construtora Ltda,Industria | Indústria,1.Grande,Obras de terraplenagem,Proposta,True,True,True,SESI + SENAI,2
41167347000100,Cony Engenharia Ltda,Industria | Indústria,2.Média,Construção de edifícios,Migração | Proposta,True,True,True,SESI + SENAI,2
41183088000101,Pedrosa De Melo & Cia Ltda,Industria | Indústria,3.Pequena,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida",Migração | Proposta,True,True,True,SESI + SENAI,2
41186560000160,Leonardo Pereira Lucena,Industria | Indústria,4.Micro,Fabricação de móveis com predominância de madeira,Migração | Proposta,True,True,True,SESI + SENAI,2
41200286000136,Trez Participacoes E Engenharia Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
41483782000144,Panificacao Alvorada Iii Ltda,Industria | Indústria,3.Pequena,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração,True,True,True,SESI + SENAI,2
41864070000175,Ne Comercio Atacadista Ltda,Nao Industria | Não Indústria,3.Pequena,Comércio atacadista de produtos alimentícios em geral,Migração | Proposta,True,True,True,SESI + SENAI,2
41948207000170,Industria De Laticinios Queiroz Ltda,Industria,4.Micro,Fabricação de laticínios,Proposta,False,True,False,SOMENTE SENAI,1
42150391002114,Braskem S.a,Industria,2.Média,Fabricação de resinas termoplásticas,Proposta,False,True,False,SOMENTE SENAI,1
42620878000170,Aquacapri Empreendimento Imobiliario Spe Ltda,Industria,3.Pequena,Construção de edifícios,Migração,False,True,False,SOMENTE SENAI,1
42623135000153,Vertice Servicos De Engenharia E Consultoria Ltda,Industria,4.Micro,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
42860886000193,John Fernandes Venancio Ltda,Industria,4.Micro,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida",Proposta,False,True,False,SOMENTE SENAI,1
42873193000135,Consorcio Arapiraca-delmiro Gouveia Lote 2,Industria,3.Pequena,Construção de rodovias e ferrovias,Proposta,False,True,False,SOMENTE SENAI,1
42908486000100,Consorcio Clc/conserva/f.p.,Industria,2.Média,Construção de rodovias e ferrovias,Proposta,False,True,False,SOMENTE SENAI,1
43103238000155,Industria De Bebidas Piacava Guassu Ltda.,Industria | Indústria,4.Micro,Fabricação de aguardente de cana-de-açúcar,Proposta,True,True,True,SESI + SENAI,2
43232996000173,Taverna Beer Cervejaria Artesanal Ltda,Industria | Indústria,4.Micro,Fabricação de cervejas e chopes,Migração,True,True,True,SESI + SENAI,2
43249460000160,Warlem Teofilo Alves Ltda,Industria | Indústria,4.Micro,Recuperação de sucatas de alumínio,Migração | Proposta,True,True,True,SESI + SENAI,2
43337470000158,Nuance Tintas Ltda,Industria | Indústria,4.Micro,"Fabricação de tintas, vernizes, esmaltes e lacas",Migração,True,True,True,SESI + SENAI,2
43354807000135,Imagine Criative Ltda,Industria,3.Pequena,Impressão de material para uso publicitário,Proposta,False,True,False,SOMENTE SENAI,1
43378051000164,Md Al Rooftop Construcoes Ltda,Industria,3.Pequena,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
43796146000106,Citecon Match Spe Ltda,Industria,3.Pequena,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
44426384000184,Consorcio Duplicacao Al-220 Lote 03 Fp-clc-conserva,Industria,3.Pequena,Construção de rodovias e ferrovias,Proposta,False,True,False,SOMENTE SENAI,1
44526952000208,Matsubara Hoteis E Turismo Ltda,Nao Industria,4.Micro,Hotéis,Proposta,False,True,False,SOMENTE SENAI,1
44803999000182,Jose W T D Santos,Industria | Indústria,4.Micro,Construção de edifícios,Proposta,True,True,True,SESI + SENAI,2
44992350000157,Verde Ambiental Alagoas S.a.,Industria | Indústria,2.Média,"Captação, tratamento e distribuição de água",Migração | Proposta,True,True,True,SESI + SENAI,2
44992350000238,Verde Ambiental Alagoas S.a.,Industria,3.Pequena,"Captação, tratamento e distribuição de água",Proposta,False,True,False,SOMENTE SENAI,1
45359410000161,Consorcio Batalha-olivenca Fp-clc,Industria,3.Pequena,Construção de rodovias e ferrovias,Proposta,False,True,False,SOMENTE SENAI,1
45456117000112,Aguas Do Sertao S/a,Industria | Indústria,4.Micro,"Captação, tratamento e distribuição de água",Migração | Proposta,True,True,True,SESI + SENAI,2
45819383000162,Md Al Parque Shopping Construcoes Spe Ltda,Industria,4.Micro,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
45909716000144,Md Al Via Express Construcoes Spe Ltda,Industria,3.Pequena,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
46337372000109,Associacao Dos Adquirentes De Unidades Autonomas Do Condominio Residencial Ville De France,Nao Industria,2.Média,Atividades associativas não especificadas anteriormente,Proposta,False,True,False,SOMENTE SENAI,1
46423021000110,Spot Ponta Verde Spe Ltda,Industria | Indústria,3.Pequena,Incorporação de empreendimentos imobiliários,Migração | Proposta,True,True,True,SESI + SENAI,2
46506441000160,46.506.441 Ellyson Dawid Tenorio De Melo,Industria,4.Micro,Instalação e manutenção elétrica,Migração,False,True,False,SOMENTE SENAI,1
46806564000117,Sunset Residence Frances Spe Ltda,Industria,3.Pequena,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
46816463000127,Conect Servicos Industriais Ltda,Industria | Indústria,4.Micro,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",Proposta,True,True,True,SESI + SENAI,2
47025733000144,W Dos S Gouveia  Ltda,Industria | Indústria,4.Micro,Impressão de material para outros usos,Migração | Proposta,True,True,True,SESI + SENAI,2
47069074000148,Metalurgica Louise E Cia Ltda,Industria | Indústria,3.Pequena,"Fabricação de produtos de trefilados de metal, exceto padronizados",Migração | Proposta,True,True,True,SESI + SENAI,2
47074912000171,Grafica Mascarenhas Digital Ltda,Industria,4.Micro,Impressão de material para outros usos,Proposta,False,True,False,SOMENTE SENAI,1
47133502000154,Group Damasceno Ltda,Industria,3.Pequena,Fabricação de biscoitos e bolachas,Proposta,False,True,False,SOMENTE SENAI,1
47660138000180,Morino Moveis Planejados Ltda,Industria | Indústria,4.Micro,Fabricação de móveis com predominância de madeira,Proposta,True,True,True,SESI + SENAI,2
47767426000139,Nova Costa Dourada Envase De Agua Ltda,Industria | Indústria,4.Micro,Fabricação de águas envasadas,Proposta,True,True,True,SESI + SENAI,2
48012237000119,Edificio Genova Spe Ltda,Industria,2.Média,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
48082971000154,Consorcio Vale Do Paraiba Lote 02 - Fp-clc-conserva,Industria,3.Pequena,Construção de rodovias e ferrovias,Proposta,False,True,False,SOMENTE SENAI,1
48095104000153,Cruz Das Almas Empreendimento Imobiliario Spe Ltda,Industria,3.Pequena,Incorporação de empreendimentos imobiliários,Migração,False,True,False,SOMENTE SENAI,1
48209133000107,Citecon Oceana Empreendimento Spe Ltda,Industria,3.Pequena,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
48244421000194,Tatuamunha 01 Empreendimento Imobiliario Spe Ltda,Industria,2.Média,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
48361535000114,Falcao Construcoes Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
48462452000111,Hidrosol Energia Solar Representacao E Servicos Ltda,Industria,4.Micro,Instalação de máquinas e equipamentos industriais,Proposta,False,True,False,SOMENTE SENAI,1
48684642000183,Adamo Spe 1 Ltda,Nao Industria,2.Média,Compra e venda de imóveis próprios,Proposta,False,True,False,SOMENTE SENAI,1
48821494000100,Frango Lider Ltda,Industria | Indústria,4.Micro,Abate de aves,Migração | Proposta,True,True,True,SESI + SENAI,2
49120631000133,Associacao Dos Proprietarios De Unidades Autonomas Do Futuro Edificio Botanic View Club Residence,Nao Industria | Não Indústria,2.Média,Atividades associativas não especificadas anteriormente,Proposta,True,True,True,SESI + SENAI,2
